Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,P1,P2,P3,P4,P5,P6,P7,P8
Lawyer,17,6,13,19,10,16,16,7,2,0,1,2,0,2.0,2,0.0
Lawyer,16,6,11,19,5,16,16,7,2,0,1,2,0,2.0,2,0.0
Lawyer,15,6,12,19,8,16,16,7,2,0,1,2,0,2.0,2,0.0
Lawyer,20,6,14,19,8,16,16,7,2,0,1,2,0,2.0,2,0.0
Lawyer,19,6,14,19,8,16,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,18,6,13,19,8,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,17,6,13,19,6,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,16,6,11,19,7,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,15,6,12,19,8,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,20,6,14,19,9,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,19,6,14,19,10,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,18,7,13,19,5,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,17,8,13,19,9,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,16,9,11,19,9,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,15,10,12,19,9,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,20,5,14,19,9,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,19,6,14,19,9,15,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,18,7,13,19,9,19,16,6,2,0,1,2,0,2.0,2,0.0
Lawyer,17,7,13,19,9,19,16,7,2,0,1,2,0,2.0,2,0.0
Lawyer,16,7,11,19,9,19,16,8,2,0,1,2,0,2.0,2,0.0
Lawyer,15,7,12,19,9,19,16,9,2,0,1,2,0,2.0,2,0.0
Lawyer,16,7,12,19,9,19,16,10,2,0,1,2,0,2.0,2,0.0
Lawyer,17,7,12,19,9,19,16,5,2,0,1,2,0,2.0,2,0.0
Pharmacist,11,6,16,11,7,20,12,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,7,15,11,6,19,12,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,8,20,11,7,20,12,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,9,19,12,8,19,12,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,10,18,12,9,20,12,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,6,17,13,10,19,12,15,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,7,16,13,5,20,12,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,8,15,11,7,19,12,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,9,20,11,7,20,12,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,10,19,11,7,19,12,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,6,18,12,7,20,12,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,7,17,12,7,19,12,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,8,16,13,7,20,12,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,9,15,13,7,19,12,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,10,20,11,6,20,12,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,6,19,11,6,19,12,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,7,18,11,6,20,12,15,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,8,17,12,7,19,12,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,9,16,12,8,20,12,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,10,15,13,9,19,12,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,6,20,13,10,20,12,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,7,19,11,5,19,13,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,8,18,11,6,20,13,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,9,17,11,6,19,13,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,10,16,12,6,20,13,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,6,15,12,5,19,13,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,7,20,13,5,20,13,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,8,19,13,5,19,13,15,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,9,18,11,5,20,13,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,10,17,11,5,19,13,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,6,16,11,5,20,13,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,7,15,12,5,19,13,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,8,20,12,5,20,13,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,9,19,13,5,19,13,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,10,18,13,5,20,13,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,6,17,11,5,19,14,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,7,16,11,5,20,14,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,8,15,11,5,19,14,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,9,20,12,5,20,14,15,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,10,19,12,5,19,14,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,6,18,13,5,20,14,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,7,17,13,5,19,14,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,8,16,11,6,20,14,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,9,15,11,7,19,14,20,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,10,20,11,8,20,14,15,1,0,2,1,0,2.0,1,2.0
Pharmacist,11,6,19,12,9,19,14,16,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,7,18,12,10,20,14,17,1,0,2,1,0,2.0,1,2.0
Pharmacist,13,8,17,13,5,19,14,18,1,0,2,1,0,2.0,1,2.0
Pharmacist,14,9,19,13,9,16,14,19,1,0,2,1,0,2.0,1,2.0
Pharmacist,12,10,15,14,9,17,14,16,1,0,2,1,0,2.0,1,2.0
Physician,12,6,18,20,5,20,11,11,1,0,2,2,0,2.0,1,1.0
Physician,13,7,18,19,6,19,12,12,1,0,2,2,0,2.0,1,1.0
Physician,14,8,18,18,7,20,13,13,1,0,2,2,0,2.0,1,1.0
Physician,11,9,18,17,8,19,14,14,1,0,2,2,0,2.0,1,1.0
Physician,12,10,18,16,9,20,12,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,18,15,5,19,11,12,1,0,2,2,0,2.0,1,1.0
Physician,14,7,18,20,6,20,12,13,1,0,2,2,0,2.0,1,1.0
Physician,11,8,18,19,7,19,13,14,1,0,2,2,0,2.0,1,1.0
Physician,12,9,18,18,8,20,14,11,1,0,2,2,0,2.0,1,1.0
Physician,13,10,18,17,9,19,11,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,18,16,5,20,12,13,1,0,2,2,0,2.0,1,1.0
Physician,11,5,18,15,6,19,13,14,1,0,2,2,0,2.0,1,1.0
Physician,12,5,18,20,7,20,14,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,18,19,8,19,12,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,18,18,9,20,11,13,1,0,2,2,0,2.0,1,1.0
Physician,11,6,18,17,5,19,12,14,1,0,2,2,0,2.0,1,1.0
Physician,12,7,18,16,6,20,13,11,1,0,2,2,0,2.0,1,1.0
Physician,13,8,18,15,7,19,14,12,1,0,2,2,0,2.0,1,1.0
Physician,14,9,18,20,8,20,11,13,1,0,2,2,0,2.0,1,1.0
Physician,11,10,18,19,9,19,12,14,1,0,2,2,0,2.0,1,1.0
Physician,12,5,18,18,5,20,13,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,17,17,6,19,14,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,17,16,7,20,12,13,1,0,2,2,0,2.0,1,1.0
Physician,11,5,17,15,8,19,11,14,1,0,2,2,0,2.0,1,1.0
Physician,12,5,17,20,9,20,12,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,17,19,5,19,13,12,1,0,2,2,0,2.0,1,1.0
Physician,14,6,17,18,6,20,14,13,1,0,2,2,0,2.0,1,1.0
Physician,11,7,17,17,7,19,11,14,1,0,2,2,0,2.0,1,1.0
Physician,12,8,17,16,8,20,12,11,1,0,2,2,0,2.0,1,1.0
Physician,13,9,17,15,9,19,13,12,1,0,2,2,0,2.0,1,1.0
Physician,14,10,17,20,5,20,14,13,1,0,2,2,0,2.0,1,1.0
Physician,11,5,17,19,6,19,12,14,1,0,2,2,0,2.0,1,1.0
Physician,12,5,17,18,7,20,11,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,17,17,8,19,12,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,17,16,9,20,13,13,1,0,2,2,0,2.0,1,1.0
Physician,11,5,17,15,5,19,14,14,1,0,2,2,0,2.0,1,1.0
Physician,12,5,17,20,6,20,11,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,17,19,7,19,12,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,16,18,8,20,13,13,1,0,2,2,0,2.0,1,1.0
Physician,11,5,16,17,9,19,14,14,1,0,2,2,0,2.0,1,1.0
Physician,12,5,16,16,5,20,12,11,1,0,2,2,0,2.0,1,1.0
Physician,13,5,16,15,6,19,11,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,16,20,7,20,12,13,1,0,2,2,0,2.0,1,1.0
Physician,11,6,16,19,8,19,13,14,1,0,2,2,0,2.0,1,1.0
Physician,12,7,16,18,9,20,14,11,1,0,2,2,0,2.0,1,1.0
Physician,13,8,16,17,5,19,12,12,1,0,2,2,0,2.0,1,1.0
Physician,14,9,16,16,6,20,11,13,1,0,2,2,0,2.0,1,1.0
Physician,11,10,16,15,7,19,12,14,1,0,2,2,0,2.0,1,1.0
Physician,13,5,16,17,8,16,13,12,1,0,2,2,0,2.0,1,1.0
Physician,14,5,16,18,9,17,14,13,1,0,2,2,0,2.0,1,1.0
Physicist,12,18,11,19,5,11,19,7,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,11,19,6,11,18,6,1,2,1,2,0,1.0,2,0.0
Physicist,11,18,11,18,7,11,17,7,1,2,1,2,0,1.0,2,0.0
Physicist,14,17,11,17,8,11,16,8,1,2,1,2,0,1.0,2,0.0
Physicist,11,16,11,16,9,11,15,9,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,11,19,5,11,19,10,1,2,1,2,0,1.0,2,0.0
Physicist,14,18,11,18,6,11,18,5,1,2,1,2,0,1.0,2,0.0
Physicist,13,17,11,17,7,11,17,7,1,2,1,2,0,1.0,2,0.0
Physicist,12,16,11,16,8,11,16,6,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,11,19,9,11,15,7,1,2,1,2,0,1.0,2,0.0
Physicist,11,18,11,18,5,12,19,8,1,2,1,2,0,1.0,2,0.0
Physicist,14,17,11,17,6,13,18,9,1,2,1,2,0,1.0,2,0.0
Physicist,11,16,11,16,7,11,17,10,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,11,19,8,14,16,5,1,2,1,2,0,1.0,2,0.0
Physicist,14,18,11,19,9,11,15,7,1,2,1,2,0,1.0,2,0.0
Physicist,13,17,11,18,5,13,19,7,1,2,1,2,0,1.0,2,0.0
Physicist,12,16,11,17,6,14,18,7,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,11,16,7,13,17,7,1,2,1,2,0,1.0,2,0.0
Physicist,11,18,11,19,8,12,16,8,1,2,1,2,0,1.0,2,0.0
Physicist,14,17,11,18,9,13,15,6,1,2,1,2,0,1.0,2,0.0
Physicist,11,16,11,17,5,12,19,7,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,11,16,6,12,18,8,1,2,1,2,0,1.0,2,0.0
Physicist,14,18,14,19,7,12,17,9,1,2,1,2,0,1.0,2,0.0
Physicist,13,17,14,19,8,12,16,10,1,2,1,2,0,1.0,2,0.0
Physicist,12,16,14,18,9,12,15,5,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,14,17,5,12,19,8,1,2,1,2,0,1.0,2,0.0
Physicist,11,18,14,16,6,12,18,8,1,2,1,2,0,1.0,2,0.0
Physicist,14,17,14,20,7,12,17,8,1,2,1,2,0,1.0,2,0.0
Physicist,11,16,14,19,8,12,16,8,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,14,18,9,12,15,8,1,2,1,2,0,1.0,2,0.0
Physicist,14,18,14,17,5,12,19,6,1,2,1,2,0,1.0,2,0.0
Physicist,13,17,14,16,6,12,18,7,1,2,1,2,0,1.0,2,0.0
Physicist,12,16,14,20,7,12,17,8,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,14,19,8,12,16,9,1,2,1,2,0,1.0,2,0.0
Physicist,11,18,14,18,9,12,15,10,1,2,1,2,0,1.0,2,0.0
Physicist,14,17,14,17,5,13,19,5,1,2,1,2,0,1.0,2,0.0
Physicist,11,16,14,16,6,13,18,9,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,14,20,7,13,17,9,1,2,1,2,0,1.0,2,0.0
Physicist,14,18,14,19,8,13,16,9,1,2,1,2,0,1.0,2,0.0
Physicist,13,17,14,18,9,13,15,9,1,2,1,2,0,1.0,2,0.0
Physicist,12,16,13,17,5,13,19,9,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,13,16,6,13,18,9,1,2,1,2,0,1.0,2,0.0
Physicist,11,18,13,18,7,13,17,6,1,2,1,2,0,1.0,2,0.0
Physicist,14,17,13,19,8,13,16,7,1,2,1,2,0,1.0,2,0.0
Physicist,11,16,13,18,9,14,15,8,1,2,1,2,0,1.0,2,0.0
Physicist,13,19,13,17,5,14,19,9,1,2,1,2,0,1.0,2,0.0
Physicist,14,18,13,19,6,14,18,10,1,2,1,2,0,1.0,2,0.0
Physicist,13,17,13,18,7,14,17,5,1,2,1,2,0,1.0,2,0.0
Physicist,12,16,13,17,8,14,16,10,1,2,1,2,0,1.0,2,0.0
Physicist,13,18,13,16,9,14,15,10,1,2,1,2,0,1.0,2,0.0
Mathematician,12,5,8,17,18,13,6,7,1,0,0,2,2,1.0,0,0.0
Mathematician,13,5,9,17,18,12,7,6,1,0,0,2,2,1.0,0,0.0
Mathematician,11,5,10,17,18,13,5,7,1,0,0,2,2,1.0,0,0.0
Mathematician,14,6,5,17,18,11,8,8,1,0,0,2,2,1.0,0,0.0
Mathematician,14,8,8,17,18,12,9,9,1,0,0,2,2,1.0,0,0.0
Mathematician,12,9,8,17,18,13,6,10,1,0,0,2,2,1.0,0,0.0
Mathematician,13,10,7,17,18,11,7,5,1,0,0,2,2,1.0,0,0.0
Mathematician,11,5,7,17,18,12,5,7,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,7,17,18,13,8,7,1,0,0,2,2,1.0,0,0.0
Mathematician,12,6,8,17,18,11,9,7,1,0,0,2,2,1.0,0,0.0
Mathematician,12,8,8,17,18,14,6,7,1,0,0,2,2,1.0,0,0.0
Mathematician,13,9,8,17,18,13,7,7,1,0,0,2,2,1.0,0,0.0
Mathematician,11,10,6,17,18,13,5,8,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,7,17,18,13,8,8,1,0,0,2,2,1.0,0,0.0
Mathematician,12,5,7,17,18,12,9,6,1,0,0,2,2,1.0,0,0.0
Mathematician,12,6,7,17,18,13,6,7,1,0,0,2,2,1.0,0,0.0
Mathematician,12,6,8,17,18,11,7,8,1,0,0,2,2,1.0,0,0.0
Mathematician,12,6,8,18,18,14,5,9,1,0,0,2,2,1.0,0,0.0
Mathematician,13,5,8,18,18,11,8,10,1,0,0,2,2,1.0,0,0.0
Mathematician,11,5,9,18,18,11,9,5,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,10,18,18,12,6,8,1,0,0,2,2,1.0,0,0.0
Mathematician,13,8,5,18,18,13,7,8,1,0,0,2,2,1.0,0,0.0
Mathematician,13,9,8,18,18,11,5,8,1,0,0,2,2,1.0,0,0.0
Mathematician,13,10,8,18,18,14,8,6,1,0,0,2,2,1.0,0,0.0
Mathematician,12,5,8,18,19,11,9,7,1,0,0,2,2,1.0,0,0.0
Mathematician,13,7,9,18,19,11,6,8,1,0,0,2,2,1.0,0,0.0
Mathematician,11,8,10,18,19,11,7,9,1,0,0,2,2,1.0,0,0.0
Mathematician,14,9,5,18,19,11,5,10,1,0,0,2,2,1.0,0,0.0
Mathematician,13,10,8,18,19,12,8,5,1,0,0,2,2,1.0,0,0.0
Mathematician,13,5,8,16,19,13,9,9,1,0,0,2,2,1.0,0,0.0
Mathematician,13,5,8,16,19,11,6,6,1,0,0,2,2,1.0,0,0.0
Mathematician,13,5,7,16,19,14,7,7,1,0,0,2,2,1.0,0,0.0
Mathematician,12,6,7,16,19,13,5,8,1,0,0,2,2,1.0,0,0.0
Mathematician,13,7,7,16,19,13,8,9,1,0,0,2,2,1.0,0,0.0
Mathematician,11,8,8,16,19,13,9,10,1,0,0,2,2,1.0,0,0.0
Mathematician,14,9,8,16,19,13,6,5,1,0,0,2,2,1.0,0,0.0
Mathematician,13,10,8,16,19,12,7,7,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,7,16,19,13,5,8,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,7,16,19,11,8,9,1,0,0,2,2,1.0,0,0.0
Mathematician,14,6,7,16,19,14,9,10,1,0,0,2,2,1.0,0,0.0
Mathematician,12,7,8,16,20,13,6,5,1,0,0,2,2,1.0,0,0.0
Mathematician,13,8,8,16,20,13,7,9,1,0,0,2,2,1.0,0,0.0
Mathematician,11,9,8,15,20,13,5,10,1,0,0,2,2,1.0,0,0.0
Mathematician,14,10,9,15,20,13,8,10,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,10,15,20,12,9,6,1,0,0,2,2,1.0,0,0.0
Mathematician,14,8,5,15,20,13,6,7,1,0,0,2,2,1.0,0,0.0
Mathematician,12,9,8,15,20,12,7,8,1,0,0,2,2,1.0,0,0.0
Mathematician,13,10,9,15,20,13,5,9,1,0,0,2,2,1.0,0,0.0
Mathematician,11,5,10,15,20,11,8,10,1,0,0,2,2,1.0,0,0.0
Mathematician,14,5,5,15,20,14,9,5,1,0,0,2,2,1.0,0,0.0
Leader,11,9,11,16,5,20,18,7,1,0,1,2,0,2.0,2,0.0
Leader,12,9,12,16,6,19,18,7,1,0,1,2,0,2.0,2,0.0
Leader,12,6,13,16,7,18,18,6,1,0,1,2,0,2.0,2,0.0
Leader,11,6,14,16,7,17,18,7,1,0,1,2,0,2.0,2,0.0
Leader,14,6,14,15,8,16,18,8,1,0,1,2,0,2.0,2,0.0
Leader,13,6,13,15,8,15,18,9,1,0,1,2,0,2.0,2,0.0
Leader,11,6,12,15,5,19,18,10,1,0,1,2,0,2.0,2,0.0
Leader,12,6,11,15,6,18,18,5,1,0,1,2,0,2.0,2,0.0
Leader,12,6,11,15,7,17,18,7,1,0,1,2,0,2.0,2,0.0
Leader,11,6,12,17,7,16,18,7,1,0,1,2,0,2.0,2,0.0
Leader,14,6,13,17,8,15,18,7,1,0,1,2,0,2.0,2,0.0
Leader,13,6,14,17,8,19,18,7,1,0,1,2,0,2.0,2,0.0
Leader,11,6,14,17,5,18,19,8,1,0,1,2,0,2.0,2,0.0
Leader,12,6,13,17,6,17,19,8,1,0,1,2,0,2.0,2,0.0
Leader,12,6,12,17,7,16,19,8,1,0,1,2,0,2.0,2,0.0
Leader,11,6,11,20,7,15,19,6,1,0,1,2,0,2.0,2,0.0
Leader,14,6,11,20,8,19,19,7,1,0,1,2,0,2.0,2,0.0
Leader,13,6,12,20,8,18,19,8,1,0,1,2,0,2.0,2,0.0
Leader,11,6,13,20,5,17,19,9,1,0,1,2,0,2.0,2,0.0
Leader,12,6,14,20,6,16,19,10,1,0,1,2,0,2.0,2,0.0
Leader,12,6,14,17,7,15,19,5,1,0,1,2,0,2.0,2,0.0
Leader,11,6,13,17,7,19,19,8,1,0,1,2,0,2.0,2,0.0
Leader,14,6,12,17,8,18,19,8,1,0,1,2,0,2.0,2,0.0
Leader,13,6,11,17,8,17,19,8,1,0,1,2,0,2.0,2,0.0
Leader,11,8,11,17,5,16,19,8,1,0,1,2,0,2.0,2,0.0
Leader,12,9,12,17,6,15,19,8,1,0,1,2,0,2.0,2,0.0
Leader,12,10,13,17,7,19,19,8,1,0,1,2,0,2.0,2,0.0
Leader,11,5,14,17,7,18,19,6,1,0,1,2,0,2.0,2,0.0
Leader,14,8,14,18,8,17,17,7,1,0,1,2,0,2.0,2,0.0
Leader,13,9,13,18,8,16,17,8,1,0,1,2,0,2.0,2,0.0
Leader,11,10,12,18,5,15,17,9,1,0,1,2,0,2.0,2,0.0
Leader,12,5,11,18,6,19,17,10,1,0,1,2,0,2.0,2,0.0
Leader,12,8,11,18,7,18,17,5,1,0,1,2,0,2.0,2,0.0
Leader,11,9,12,18,7,17,17,9,1,0,1,2,0,2.0,2,0.0
Leader,14,10,13,15,8,16,17,9,1,0,1,2,0,2.0,2,0.0
Leader,13,5,14,15,5,15,17,9,1,0,1,2,0,2.0,2,0.0
Leader,11,5,14,15,6,19,17,9,1,0,1,2,0,2.0,2,0.0
Leader,12,8,13,15,7,18,17,9,1,0,1,2,0,2.0,2,0.0
Leader,12,9,12,15,7,17,17,9,1,0,1,2,0,2.0,2,0.0
Leader,11,10,11,15,8,16,17,9,1,0,1,2,0,2.0,2,0.0
Leader,14,5,11,15,8,15,17,6,1,0,1,2,0,2.0,2,0.0
Leader,13,5,12,19,5,19,17,7,1,0,1,2,0,2.0,2,0.0
Leader,11,5,13,19,6,18,17,8,1,0,1,2,0,2.0,2,0.0
Leader,12,6,14,19,7,17,17,9,1,0,1,2,0,2.0,2,0.0
Leader,12,7,14,19,7,16,17,10,1,0,1,2,0,2.0,2,0.0
Leader,11,8,13,19,8,15,16,5,1,0,1,2,0,2.0,2,0.0
Leader,14,9,12,19,8,19,16,10,1,0,1,2,0,2.0,2,0.0
Leader,13,10,11,19,9,18,16,10,1,0,1,2,0,2.0,2,0.0
Leader,12,5,13,19,9,17,16,10,1,0,1,2,0,2.0,2,0.0
Leader,13,8,12,19,9,16,16,10,1,0,1,2,0,2.0,2,0.0
Manager,11,6,12,15,18,17,18,5,1,0,1,2,2,2.0,2,0.0
Manager,12,7,12,16,18,18,17,6,1,0,1,2,2,2.0,2,0.0
Manager,12,8,13,17,18,17,16,7,1,0,1,2,2,2.0,2,0.0
Manager,11,9,13,18,18,16,15,8,1,0,1,2,2,2.0,2,0.0
Manager,14,10,13,19,18,15,18,8,1,0,1,2,2,2.0,2,0.0
Manager,13,5,14,20,18,15,17,9,1,0,1,2,2,2.0,2,0.0
Manager,11,7,14,20,18,18,16,7,1,0,1,2,2,2.0,2,0.0
Manager,12,7,14,19,18,17,15,5,1,0,1,2,2,2.0,2,0.0
Manager,12,6,12,18,18,16,18,5,1,0,1,2,2,2.0,2,0.0
Manager,11,7,12,17,18,15,17,6,1,0,1,2,2,2.0,2,0.0
Manager,14,8,13,16,18,15,16,7,1,0,1,2,2,2.0,2,0.0
Manager,13,9,13,15,18,18,15,8,1,0,1,2,2,2.0,2,0.0
Manager,11,10,13,15,17,17,18,8,1,0,1,2,2,2.0,2,0.0
Manager,12,5,14,16,16,16,17,9,1,0,1,2,2,2.0,2,0.0
Manager,12,7,14,17,15,15,16,7,1,0,1,2,2,2.0,2,0.0
Manager,11,7,14,18,15,15,15,5,1,0,1,2,2,2.0,2,0.0
Manager,14,7,12,19,18,18,18,5,1,0,1,2,2,2.0,2,0.0
Manager,13,6,12,20,17,17,17,6,1,0,1,2,2,2.0,2,0.0
Manager,11,7,13,20,16,16,16,7,1,0,1,2,2,2.0,2,0.0
Manager,12,6,13,19,15,15,15,8,1,0,1,2,2,2.0,2,0.0
Manager,12,7,13,18,15,15,18,8,1,0,1,2,2,2.0,2,0.0
Manager,11,8,14,17,18,18,17,9,1,0,1,2,2,2.0,2,0.0
Manager,14,9,14,16,17,17,16,7,1,0,1,2,2,2.0,2,0.0
Manager,13,10,14,15,16,16,15,5,1,0,1,2,2,2.0,2,0.0
Manager,11,5,12,15,15,15,18,5,1,0,1,2,2,2.0,2,0.0
Manager,12,7,12,16,15,15,17,6,1,0,1,2,2,2.0,2,0.0
Manager,12,7,13,17,18,18,16,7,1,0,1,2,2,2.0,2,0.0
Manager,11,7,13,18,17,17,15,8,1,0,1,2,2,2.0,2,0.0
Manager,14,7,13,19,16,16,18,8,1,0,1,2,2,2.0,2,0.0
Manager,13,6,14,20,15,15,17,9,1,0,1,2,2,2.0,2,0.0
Manager,11,7,14,20,15,15,16,7,1,0,1,2,2,2.0,2,0.0
Manager,12,8,14,19,18,18,15,5,1,0,1,2,2,2.0,2,0.0
Manager,12,9,12,18,17,17,18,5,1,0,1,2,2,2.0,2,0.0
Manager,11,10,12,17,16,16,17,6,1,0,1,2,2,2.0,2,0.0
Manager,14,5,13,16,15,15,16,7,1,0,1,2,2,2.0,2,0.0
Manager,13,7,13,15,15,15,15,8,1,0,1,2,2,2.0,2,0.0
Manager,11,7,13,15,18,18,18,8,1,0,1,2,2,2.0,2,0.0
Manager,12,7,14,16,17,17,17,9,1,0,1,2,2,2.0,2,0.0
Manager,12,7,14,17,16,16,16,7,1,0,1,2,2,2.0,2,0.0
Manager,11,7,14,18,15,15,15,5,1,0,1,2,2,2.0,2,0.0
Manager,14,7,12,19,15,15,18,5,1,0,1,2,2,2.0,2,0.0
Manager,13,6,12,20,15,18,17,6,1,0,1,2,2,2.0,2,0.0
Manager,11,7,13,20,18,17,16,7,1,0,1,2,2,2.0,2,0.0
Manager,12,8,13,19,17,16,15,8,1,0,1,2,2,2.0,2,0.0
Manager,12,9,13,18,16,15,18,8,1,0,1,2,2,2.0,2,0.0
Manager,11,10,14,17,15,18,17,9,1,0,1,2,2,2.0,2,0.0
Manager,14,5,14,16,15,17,16,7,1,0,1,2,2,2.0,2,0.0
Manager,13,7,14,15,16,16,15,5,1,0,1,2,2,2.0,2,0.0
Manager,12,7,13,20,16,15,19,9,1,0,1,2,2,2.0,2,0.0
Manager,13,7,14,19,16,15,18,9,1,0,1,2,2,2.0,2,0.0
Politician,12,5,11,19,6,20,17,5,1,0,1,2,0,2.0,2,0.0
Politician,12,5,12,19,6,19,17,5,1,0,1,2,0,2.0,2,0.0
Politician,13,6,12,19,6,18,17,5,1,0,1,2,0,2.0,2,0.0
Politician,13,6,11,19,6,17,17,6,1,0,1,2,0,2.0,2,0.0
Politician,13,7,14,19,6,16,17,6,1,0,1,2,0,2.0,2,0.0
Politician,14,7,13,19,6,15,17,6,1,0,1,2,0,2.0,2,0.0
Politician,14,8,11,19,6,19,17,5,1,0,1,2,0,2.0,2,0.0
Politician,14,8,12,19,6,18,17,5,1,0,1,2,0,2.0,2,0.0
Politician,12,9,12,19,6,17,17,5,1,0,1,2,0,2.0,2,0.0
Politician,12,9,11,19,7,16,17,6,1,0,1,2,0,2.0,2,0.0
Politician,13,10,14,19,8,15,17,6,1,0,1,2,0,2.0,2,0.0
Politician,13,10,13,19,9,19,17,6,1,0,1,2,0,2.0,2,0.0
Politician,13,5,11,19,10,18,17,5,1,0,1,2,0,2.0,2,0.0
Politician,14,5,12,19,5,17,17,5,1,0,1,2,0,2.0,2,0.0
Politician,14,6,12,19,8,16,17,5,1,0,1,2,0,2.0,2,0.0
Politician,14,6,11,19,9,15,17,6,1,0,1,2,0,2.0,2,0.0
