PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
4.0,8.0,5.0,3.0,3.0,10.0,11.0,8.0,9.0,6.0,8.0,11.0,5.0,11.0,8.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,10.0,5.0,10.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,12.0,12.0,10.0,9.0,11.0,2.815
6.0,6.0,5.0,6.0,3.0,10.0,3.0,5.0,9.0,5.0,7.0,12.0,3.0,7.0,3.0,8.0,3.0,11.0,4.0,5.0,8.0,4.0,12.0,7.0,5.0,3.0,11.0,4.0,11.0,4.0,5.0,7.0,4.0,6.0,4.0,5.0,8.0,11.0,6.0,5.0,8.0,2.171
12.0,10.0,12.0,11.0,12.0,11.0,10.0,12.0,12.0,11.0,8.0,12.0,12.0,12.0,12.0,12.0,11.0,6.0,12.0,11.0,12.0,12.0,8.0,6.0,12.0,11.0,11.0,10.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,6.0,12.0,12.0,12.0,3.761
8.0,8.0,11.0,7.0,8.0,9.0,4.0,11.0,8.0,8.0,5.0,12.0,4.0,11.0,4.0,8.0,5.0,10.0,4.0,9.0,4.0,5.0,8.0,4.0,11.0,6.0,11.0,4.0,10.0,8.0,6.0,8.0,4.0,7.0,8.0,8.0,12.0,12.0,11.0,11.0,11.0,2.763
11.0,6.0,11.0,5.0,8.0,11.0,5.0,11.0,8.0,12.0,4.0,12.0,6.0,11.0,8.0,10.0,4.0,9.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,8.0,9.0,5.0,11.0,8.0,8.0,9.0,8.0,10.0,11.0,9.0,11.0,11.0,8.0,8.0,11.0,2.938
7.0,4.0,9.0,3.0,7.0,3.0,4.0,8.0,7.0,11.0,3.0,11.0,4.0,8.0,8.0,7.0,3.0,7.0,4.0,9.0,3.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,9.0,10.0,7.0,5.0,11.0,2.06
3.0,3.0,4.0,8.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,9.0,6.0,4.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,4.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.261
6.0,6.0,8.0,7.0,5.0,8.0,4.0,7.0,7.0,5.0,11.0,9.0,4.0,11.0,7.0,5.0,4.0,5.0,5.0,9.0,3.0,3.0,9.0,3.0,9.0,11.0,10.0,4.0,11.0,9.0,9.0,5.0,4.0,5.0,5.0,5.0,11.0,11.0,5.0,8.0,10.0,2.378
8.0,7.0,9.0,6.0,11.0,11.0,10.0,11.0,11.0,6.0,10.0,11.0,8.0,11.0,10.0,7.0,4.0,7.0,8.0,11.0,8.0,8.0,11.0,5.0,10.0,5.0,9.0,5.0,11.0,8.0,10.0,6.0,6.0,8.0,7.0,6.0,11.0,11.0,9.0,11.0,8.0,2.861
4.0,9.0,4.0,5.0,3.0,9.0,3.0,5.0,8.0,3.0,10.0,11.0,3.0,7.0,3.0,7.0,8.0,8.0,6.0,3.0,5.0,4.0,9.0,9.0,8.0,11.0,8.0,4.0,8.0,7.0,7.0,7.0,6.0,5.0,6.0,8.0,11.0,12.0,4.0,6.0,11.0,2.363
5.0,8.0,3.0,7.0,3.0,3.0,5.0,7.0,6.0,6.0,4.0,12.0,4.0,9.0,3.0,6.0,3.0,7.0,4.0,7.0,5.0,3.0,5.0,4.0,11.0,3.0,11.0,4.0,7.0,5.0,6.0,7.0,4.0,7.0,5.0,4.0,11.0,10.0,6.0,6.0,11.0,2.084
6.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,4.0,4.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.38
3.0,4.0,3.0,3.0,3.0,6.0,9.0,6.0,6.0,3.0,6.0,10.0,4.0,6.0,8.0,4.0,3.0,6.0,4.0,7.0,3.0,3.0,5.0,4.0,3.0,8.0,3.0,6.0,10.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,11.0,11.0,8.0,6.0,8.0,1.89
12.0,10.0,12.0,10.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,10.0,12.0,12.0,6.0,12.0,12.0,12.0,11.0,6.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,10.0,12.0,12.0,12.0,11.0,12.0,3.861
5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,9.0,4.0,10.0,4.0,6.0,4.0,5.0,9.0,4.0,4.0,10.0,3.0,3.0,4.0,3.0,8.0,7.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,6.0,7.0,9.0,5.0,5.0,9.0,1.805
12.0,8.0,6.0,11.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,6.0,6.0,12.0,6.0,12.0,6.0,12.0,6.0,6.0,11.0,10.0,12.0,12.0,6.0,12.0,6.0,12.0,6.0,12.0,11.0,12.0,11.0,12.0,6.0,12.0,11.0,12.0,3.925
12.0,9.0,6.0,9.0,12.0,6.0,12.0,12.0,12.0,12.0,11.0,12.0,11.0,12.0,6.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,6.0,6.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,6.0,12.0,12.0,12.0,3.919
12.0,8.0,12.0,11.0,8.0,11.0,8.0,11.0,11.0,11.0,6.0,12.0,11.0,10.0,11.0,11.0,9.0,11.0,7.0,11.0,9.0,9.0,9.0,8.0,11.0,7.0,11.0,5.0,9.0,12.0,10.0,10.0,6.0,10.0,7.0,7.0,11.0,12.0,11.0,11.0,11.0,3.258
12.0,10.0,6.0,12.0,6.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,12.0,12.0,11.0,6.0,12.0,12.0,6.0,11.0,12.0,12.0,12.0,12.0,6.0,6.0,12.0,12.0,12.0,12.0,6.0,11.0,12.0,6.0,6.0,12.0,6.0,3.963
7.0,6.0,11.0,8.0,8.0,5.0,3.0,8.0,7.0,6.0,3.0,12.0,11.0,11.0,11.0,5.0,7.0,8.0,7.0,12.0,5.0,4.0,7.0,3.0,7.0,4.0,7.0,4.0,12.0,7.0,10.0,6.0,4.0,8.0,4.0,5.0,11.0,10.0,6.0,3.0,10.0,2.396
12.0,7.0,11.0,6.0,12.0,6.0,12.0,12.0,11.0,12.0,6.0,12.0,10.0,12.0,12.0,12.0,12.0,6.0,12.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,9.0,12.0,6.0,11.0,11.0,12.0,3.772
3.0,5.0,4.0,3.0,8.0,3.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,7.0,4.0,8.0,4.0,3.0,3.0,3.0,3.0,8.0,4.0,8.0,3.0,3.0,7.0,6.0,3.0,11.0,9.0,8.0,4.0,8.0,7.0,3.0,3.0,5.0,5.0,4.0,5.0,1.768
11.0,6.0,11.0,8.0,6.0,8.0,11.0,11.0,7.0,11.0,7.0,12.0,7.0,11.0,9.0,11.0,8.0,11.0,6.0,11.0,10.0,11.0,8.0,9.0,11.0,7.0,10.0,6.0,11.0,9.0,8.0,10.0,8.0,9.0,11.0,9.0,11.0,12.0,11.0,8.0,11.0,3.176
10.0,8.0,11.0,10.0,8.0,11.0,10.0,10.0,11.0,12.0,7.0,11.0,9.0,11.0,5.0,11.0,10.0,11.0,11.0,7.0,9.0,10.0,9.0,5.0,10.0,11.0,11.0,7.0,11.0,10.0,11.0,11.0,9.0,9.0,10.0,9.0,11.0,12.0,11.0,11.0,11.0,3.335
12.0,4.0,12.0,7.0,6.0,11.0,10.0,12.0,11.0,12.0,10.0,12.0,12.0,12.0,6.0,12.0,10.0,6.0,12.0,6.0,11.0,12.0,12.0,8.0,10.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,9.0,12.0,11.0,11.0,12.0,6.0,12.0,12.0,12.0,3.758
12.0,5.0,12.0,7.0,3.0,11.0,6.0,11.0,12.0,11.0,7.0,11.0,9.0,12.0,11.0,11.0,11.0,12.0,11.0,12.0,9.0,10.0,9.0,6.0,10.0,7.0,10.0,8.0,8.0,11.0,8.0,10.0,9.0,9.0,9.0,6.0,8.0,11.0,10.0,11.0,12.0,3.208
4.0,3.0,5.0,3.0,3.0,4.0,5.0,6.0,9.0,6.0,3.0,9.0,3.0,8.0,3.0,8.0,3.0,4.0,3.0,4.0,3.0,6.0,5.0,4.0,8.0,3.0,6.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,11.0,11.0,7.0,5.0,10.0,1.845
11.0,11.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,6.0,12.0,6.0,6.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,11.0,12.0,3.946
11.0,6.0,12.0,11.0,10.0,11.0,4.0,11.0,12.0,11.0,5.0,6.0,9.0,11.0,12.0,11.0,5.0,11.0,7.0,6.0,8.0,10.0,8.0,5.0,11.0,7.0,9.0,8.0,11.0,11.0,7.0,10.0,5.0,9.0,8.0,8.0,11.0,12.0,11.0,11.0,12.0,3.195
7.0,4.0,7.0,5.0,5.0,8.0,5.0,4.0,10.0,7.0,3.0,12.0,6.0,10.0,5.0,9.0,4.0,9.0,5.0,3.0,5.0,4.0,9.0,7.0,8.0,9.0,8.0,3.0,5.0,9.0,8.0,7.0,6.0,5.0,6.0,5.0,11.0,11.0,8.0,4.0,8.0,2.3
12.0,8.0,10.0,11.0,11.0,6.0,11.0,11.0,12.0,12.0,10.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,11.0,6.0,11.0,12.0,12.0,7.0,12.0,11.0,12.0,9.0,6.0,12.0,12.0,11.0,10.0,11.0,11.0,11.0,12.0,6.0,11.0,12.0,12.0,3.759
11.0,5.0,12.0,9.0,12.0,12.0,7.0,12.0,11.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,8.0,6.0,10.0,11.0,11.0,4.0,11.0,10.0,11.0,8.0,12.0,11.0,10.0,11.0,7.0,11.0,11.0,8.0,11.0,12.0,11.0,9.0,11.0,3.516
9.0,5.0,11.0,7.0,6.0,5.0,3.0,7.0,8.0,10.0,3.0,12.0,3.0,11.0,6.0,6.0,3.0,4.0,3.0,5.0,3.0,3.0,6.0,8.0,7.0,3.0,6.0,4.0,6.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,10.0,11.0,8.0,5.0,10.0,2.087
12.0,4.0,11.0,4.0,12.0,11.0,4.0,11.0,11.0,7.0,10.0,12.0,8.0,10.0,11.0,9.0,8.0,11.0,11.0,5.0,7.0,8.0,11.0,5.0,10.0,9.0,11.0,5.0,12.0,9.0,9.0,9.0,6.0,9.0,6.0,7.0,12.0,12.0,10.0,10.0,11.0,3.137
7.0,5.0,4.0,6.0,5.0,9.0,4.0,6.0,6.0,5.0,10.0,8.0,5.0,7.0,4.0,6.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,12.0,5.0,4.0,3.0,4.0,5.0,9.0,11.0,6.0,6.0,11.0,2.011
8.0,8.0,6.0,8.0,7.0,7.0,4.0,7.0,11.0,6.0,8.0,12.0,4.0,11.0,5.0,10.0,3.0,6.0,3.0,7.0,4.0,4.0,5.0,5.0,11.0,8.0,11.0,4.0,8.0,8.0,5.0,8.0,5.0,9.0,8.0,6.0,11.0,12.0,8.0,10.0,12.0,2.566
11.0,6.0,11.0,10.0,10.0,12.0,4.0,11.0,11.0,10.0,8.0,11.0,6.0,11.0,11.0,11.0,11.0,12.0,8.0,12.0,11.0,8.0,8.0,4.0,8.0,7.0,8.0,5.0,9.0,7.0,6.0,10.0,5.0,8.0,6.0,5.0,12.0,11.0,11.0,8.0,11.0,2.999
9.0,5.0,5.0,6.0,3.0,7.0,3.0,8.0,11.0,5.0,3.0,12.0,3.0,8.0,4.0,6.0,10.0,3.0,3.0,4.0,5.0,7.0,3.0,4.0,11.0,3.0,5.0,3.0,8.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,9.0,11.0,5.0,8.0,10.0,1.993
11.0,4.0,11.0,9.0,11.0,11.0,8.0,11.0,11.0,11.0,5.0,11.0,10.0,12.0,12.0,12.0,8.0,10.0,7.0,11.0,10.0,11.0,11.0,5.0,10.0,11.0,11.0,7.0,12.0,12.0,9.0,11.0,7.0,11.0,10.0,8.0,9.0,12.0,9.0,11.0,12.0,3.334
3.0,11.0,3.0,5.0,7.0,5.0,4.0,6.0,4.0,6.0,7.0,11.0,5.0,10.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,8.0,7.0,9.0,9.0,6.0,3.0,5.0,9.0,8.0,5.0,4.0,4.0,4.0,4.0,11.0,11.0,7.0,7.0,7.0,2.056
9.0,8.0,7.0,5.0,12.0,11.0,7.0,7.0,8.0,10.0,4.0,10.0,4.0,9.0,6.0,8.0,3.0,7.0,4.0,9.0,9.0,3.0,11.0,4.0,9.0,6.0,8.0,3.0,11.0,9.0,12.0,5.0,7.0,5.0,4.0,6.0,11.0,11.0,9.0,8.0,8.0,2.552
7.0,9.0,8.0,5.0,4.0,8.0,7.0,7.0,8.0,10.0,8.0,12.0,3.0,6.0,5.0,4.0,3.0,7.0,5.0,4.0,3.0,4.0,4.0,6.0,9.0,3.0,7.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,11.0,10.0,6.0,5.0,6.0,2.028
10.0,8.0,10.0,8.0,3.0,11.0,7.0,11.0,11.0,11.0,5.0,12.0,10.0,8.0,11.0,11.0,7.0,11.0,10.0,11.0,10.0,11.0,10.0,8.0,11.0,10.0,9.0,8.0,9.0,9.0,8.0,11.0,8.0,9.0,8.0,9.0,11.0,12.0,8.0,9.0,11.0,3.189
8.0,3.0,7.0,7.0,3.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,11.0,8.0,4.0,11.0,7.0,12.0,8.0,11.0,9.0,5.0,10.0,3.0,7.0,4.0,7.0,4.0,8.0,4.0,5.0,10.0,4.0,6.0,8.0,5.0,11.0,11.0,6.0,7.0,9.0,2.58
11.0,10.0,11.0,9.0,12.0,12.0,10.0,11.0,11.0,12.0,10.0,12.0,12.0,11.0,10.0,12.0,11.0,12.0,11.0,12.0,11.0,11.0,12.0,6.0,11.0,11.0,11.0,8.0,12.0,12.0,11.0,10.0,10.0,11.0,12.0,8.0,11.0,12.0,11.0,10.0,12.0,3.651
11.0,4.0,11.0,3.0,6.0,8.0,3.0,10.0,11.0,11.0,4.0,12.0,12.0,11.0,11.0,8.0,5.0,7.0,8.0,11.0,7.0,7.0,11.0,4.0,9.0,8.0,9.0,6.0,12.0,11.0,10.0,7.0,6.0,6.0,6.0,6.0,11.0,12.0,11.0,9.0,11.0,2.928
11.0,3.0,11.0,9.0,10.0,12.0,4.0,11.0,11.0,11.0,4.0,12.0,8.0,11.0,6.0,8.0,7.0,8.0,5.0,11.0,8.0,6.0,9.0,3.0,8.0,4.0,8.0,5.0,8.0,8.0,6.0,9.0,5.0,6.0,6.0,5.0,10.0,11.0,7.0,5.0,11.0,2.659
10.0,8.0,12.0,9.0,9.0,11.0,4.0,11.0,9.0,9.0,5.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,11.0,8.0,11.0,9.0,11.0,8.0,11.0,8.0,9.0,4.0,11.0,10.0,8.0,8.0,7.0,10.0,10.0,7.0,9.0,12.0,11.0,10.0,11.0,3.174
11.0,6.0,8.0,9.0,6.0,12.0,10.0,11.0,11.0,8.0,12.0,11.0,8.0,12.0,5.0,11.0,8.0,11.0,7.0,10.0,8.0,6.0,9.0,6.0,11.0,6.0,8.0,6.0,12.0,9.0,8.0,11.0,7.0,6.0,9.0,8.0,12.0,12.0,8.0,9.0,11.0,3.03
6.0,3.0,8.0,5.0,4.0,9.0,4.0,6.0,6.0,5.0,4.0,12.0,4.0,10.0,8.0,9.0,3.0,8.0,6.0,7.0,3.0,4.0,6.0,6.0,10.0,4.0,10.0,4.0,12.0,5.0,5.0,8.0,4.0,5.0,4.0,5.0,11.0,10.0,6.0,7.0,10.0,2.208
10.0,5.0,8.0,4.0,8.0,10.0,4.0,11.0,9.0,11.0,6.0,12.0,8.0,9.0,8.0,9.0,5.0,10.0,8.0,9.0,6.0,8.0,10.0,5.0,9.0,5.0,10.0,5.0,11.0,10.0,4.0,4.0,5.0,7.0,5.0,6.0,12.0,11.0,8.0,6.0,11.0,2.698
11.0,5.0,10.0,8.0,4.0,11.0,5.0,10.0,11.0,11.0,5.0,11.0,11.0,10.0,7.0,9.0,7.0,8.0,4.0,8.0,5.0,8.0,7.0,4.0,8.0,9.0,10.0,5.0,12.0,8.0,10.0,9.0,5.0,8.0,6.0,6.0,11.0,12.0,8.0,8.0,11.0,2.823
11.0,6.0,8.0,3.0,3.0,8.0,6.0,8.0,11.0,11.0,3.0,11.0,7.0,9.0,8.0,8.0,4.0,9.0,5.0,5.0,4.0,7.0,6.0,3.0,8.0,4.0,11.0,4.0,11.0,6.0,4.0,9.0,4.0,6.0,5.0,5.0,11.0,11.0,6.0,4.0,11.0,2.407
8.0,5.0,5.0,3.0,5.0,11.0,7.0,4.0,4.0,7.0,3.0,11.0,8.0,8.0,3.0,9.0,9.0,9.0,7.0,12.0,6.0,8.0,9.0,5.0,8.0,4.0,8.0,3.0,11.0,8.0,5.0,7.0,6.0,6.0,6.0,6.0,11.0,11.0,7.0,6.0,10.0,2.379
11.0,4.0,10.0,3.0,6.0,10.0,7.0,9.0,9.0,9.0,11.0,9.0,4.0,7.0,7.0,11.0,8.0,11.0,6.0,9.0,4.0,5.0,8.0,4.0,8.0,4.0,11.0,4.0,11.0,9.0,5.0,8.0,4.0,7.0,6.0,5.0,11.0,10.0,6.0,7.0,9.0,2.579
11.0,4.0,11.0,4.0,9.0,12.0,6.0,11.0,11.0,12.0,7.0,11.0,12.0,10.0,7.0,10.0,7.0,11.0,10.0,11.0,6.0,6.0,7.0,4.0,7.0,4.0,11.0,4.0,11.0,9.0,7.0,8.0,4.0,7.0,4.0,4.0,9.0,11.0,7.0,7.0,8.0,2.711
3.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,8.0,5.0,3.0,7.0,4.0,6.0,3.0,4.0,5.0,3.0,5.0,7.0,3.0,3.0,6.0,4.0,5.0,3.0,4.0,4.0,9.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,11.0,11.0,6.0,3.0,8.0,1.714
5.0,7.0,6.0,6.0,6.0,9.0,6.0,6.0,11.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.653
4.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,11.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,8.0,5.0,4.0,7.0,3.0,5.0,4.0,6.0,3.0,6.0,11.0,5.0,7.0,5.0,3.0,10.0,8.0,6.0,4.0,9.0,1.749
4.0,3.0,6.0,5.0,3.0,3.0,3.0,4.0,7.0,3.0,5.0,11.0,3.0,6.0,3.0,4.0,9.0,5.0,4.0,4.0,5.0,3.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,4.0,8.0,9.0,4.0,4.0,8.0,1.708
12.0,8.0,10.0,9.0,11.0,11.0,12.0,12.0,12.0,5.0,11.0,11.0,6.0,11.0,8.0,8.0,12.0,11.0,8.0,12.0,9.0,8.0,9.0,7.0,8.0,11.0,9.0,9.0,11.0,12.0,11.0,10.0,8.0,9.0,11.0,7.0,11.0,12.0,12.0,11.0,12.0,3.363
4.0,10.0,3.0,6.0,3.0,7.0,8.0,3.0,6.0,3.0,3.0,8.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,8.0,8.0,5.0,6.0,3.0,11.0,7.0,3.0,8.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,6.0,5.0,9.0,7.0,1.763
7.0,8.0,9.0,11.0,12.0,11.0,6.0,6.0,11.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.943
3.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0
6.0,11.0,12.0,6.0,12.0,12.0,12.0,11.0,12.0,11.0,6.0,12.0,6.0,12.0,12.0,6.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,9.0,12.0,12.0,6.0,6.0,12.0,12.0,12.0,11.0,12.0,6.0,11.0,11.0,12.0,12.0,11.0,12.0,3.906
6.0,12.0,6.0,6.0,12.0,6.0,12.0,12.0,9.0,12.0,6.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,11.0,12.0,11.0,11.0,9.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,11.0,12.0,12.0,11.0,11.0,12.0,12.0,12.0,11.0,3.873
11.0,7.0,12.0,11.0,8.0,12.0,9.0,7.0,9.0,5.0,12.0,10.0,11.0,12.0,12.0,7.0,7.0,4.0,7.0,11.0,7.0,8.0,8.0,8.0,11.0,6.0,11.0,11.0,12.0,10.0,11.0,11.0,6.0,11.0,11.0,11.0,11.0,12.0,11.0,9.0,11.0,3.217
11.0,11.0,11.0,5.0,7.0,12.0,10.0,10.0,11.0,3.0,11.0,11.0,11.0,9.0,5.0,8.0,4.0,6.0,5.0,8.0,4.0,6.0,4.0,6.0,7.0,5.0,9.0,8.0,10.0,8.0,10.0,11.0,5.0,5.0,4.0,4.0,11.0,11.0,6.0,6.0,10.0,2.603
12.0,11.0,12.0,12.0,9.0,11.0,11.0,10.0,9.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,8.0,10.0,11.0,11.0,11.0,11.0,9.0,12.0,12.0,11.0,11.0,10.0,10.0,11.0,12.0,11.0,9.0,11.0,3.625
6.0,10.0,12.0,12.0,11.0,6.0,11.0,10.0,11.0,12.0,12.0,11.0,11.0,6.0,8.0,9.0,8.0,11.0,11.0,11.0,8.0,8.0,3.0,7.0,11.0,8.0,11.0,12.0,12.0,9.0,11.0,11.0,8.0,9.0,7.0,7.0,11.0,12.0,11.0,9.0,11.0,3.366
12.0,8.0,12.0,12.0,10.0,12.0,11.0,9.0,11.0,9.0,12.0,11.0,9.0,6.0,12.0,11.0,5.0,9.0,8.0,11.0,8.0,10.0,11.0,7.0,11.0,10.0,12.0,12.0,11.0,10.0,11.0,12.0,7.0,12.0,11.0,10.0,11.0,12.0,11.0,11.0,11.0,3.513
11.0,7.0,11.0,11.0,8.0,12.0,8.0,5.0,6.0,8.0,11.0,10.0,6.0,10.0,8.0,5.0,4.0,6.0,8.0,9.0,5.0,6.0,5.0,8.0,7.0,7.0,8.0,7.0,11.0,10.0,10.0,11.0,4.0,7.0,8.0,5.0,11.0,11.0,11.0,4.0,6.0,2.631
11.0,11.0,12.0,6.0,11.0,12.0,12.0,7.0,12.0,10.0,12.0,11.0,12.0,12.0,11.0,11.0,6.0,11.0,7.0,11.0,8.0,7.0,3.0,10.0,5.0,9.0,10.0,12.0,11.0,10.0,11.0,11.0,10.0,8.0,9.0,10.0,11.0,12.0,11.0,7.0,11.0,3.365
12.0,9.0,11.0,9.0,10.0,11.0,5.0,11.0,10.0,5.0,12.0,9.0,7.0,11.0,7.0,8.0,5.0,5.0,8.0,10.0,4.0,8.0,3.0,8.0,10.0,8.0,11.0,9.0,11.0,10.0,11.0,11.0,6.0,6.0,9.0,7.0,11.0,12.0,8.0,7.0,10.0,2.936
11.0,11.0,11.0,8.0,9.0,11.0,8.0,11.0,10.0,3.0,11.0,9.0,6.0,12.0,6.0,5.0,11.0,4.0,3.0,11.0,4.0,4.0,3.0,5.0,11.0,4.0,10.0,5.0,10.0,7.0,10.0,11.0,4.0,6.0,4.0,7.0,10.0,12.0,5.0,8.0,9.0,2.603
11.0,11.0,12.0,12.0,11.0,12.0,11.0,10.0,6.0,9.0,6.0,12.0,11.0,11.0,4.0,11.0,5.0,10.0,11.0,11.0,10.0,9.0,7.0,10.0,10.0,11.0,11.0,10.0,12.0,10.0,11.0,11.0,9.0,8.0,7.0,6.0,11.0,12.0,9.0,6.0,12.0,3.254
6.0,11.0,11.0,6.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,9.0,9.0,12.0,11.0,11.0,10.0,9.0,12.0,12.0,11.0,11.0,10.0,9.0,11.0,11.0,11.0,7.0,11.0,3.662
11.0,8.0,11.0,12.0,8.0,12.0,9.0,10.0,9.0,10.0,11.0,11.0,11.0,11.0,8.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,6.0,9.0,10.0,7.0,9.0,11.0,11.0,11.0,10.0,10.0,5.0,8.0,7.0,7.0,11.0,11.0,8.0,6.0,11.0,3.182
11.0,11.0,11.0,12.0,11.0,12.0,11.0,11.0,8.0,8.0,11.0,8.0,7.0,6.0,4.0,11.0,6.0,10.0,6.0,12.0,11.0,8.0,9.0,5.0,11.0,6.0,10.0,9.0,11.0,10.0,11.0,11.0,4.0,8.0,8.0,8.0,11.0,12.0,9.0,7.0,11.0,3.114
12.0,4.0,11.0,6.0,11.0,12.0,12.0,12.0,10.0,9.0,6.0,11.0,12.0,12.0,6.0,12.0,12.0,10.0,11.0,12.0,10.0,12.0,11.0,8.0,10.0,11.0,12.0,12.0,12.0,9.0,12.0,12.0,11.0,12.0,12.0,10.0,11.0,12.0,12.0,11.0,12.0,3.725
12.0,12.0,12.0,10.0,12.0,12.0,10.0,9.0,7.0,10.0,12.0,11.0,9.0,12.0,4.0,11.0,5.0,9.0,9.0,10.0,11.0,11.0,8.0,9.0,11.0,11.0,11.0,8.0,11.0,8.0,12.0,10.0,6.0,9.0,8.0,7.0,11.0,11.0,11.0,7.0,10.0,3.261
12.0,11.0,11.0,10.0,11.0,12.0,11.0,9.0,8.0,11.0,12.0,11.0,12.0,12.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,7.0,8.0,6.0,6.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0,4.0,11.0,11.0,11.0,7.0,9.0,3.5
